onset,duration,period,division,bar,beat,signature,chord,form,chorus_id
87.9387188209,0.212324263039,4,1,97,4,'4/4',Gsus,A1,4
88.1510430839,0.219829931973,4,1,98,1,'4/4',Gsus,A1,4
88.3708730159,0.219829931973,4,1,98,2,'4/4',Gsus,A1,4
88.5907029478,0.206315192744,4,1,98,3,'4/4',Gsus,A1,4
88.7970181406,0.206315192744,4,1,98,4,'4/4',Gsus,A1,4
89.0033333333,0.188129251701,4,1,99,1,'4/4',Gsus,A1,4
89.191462585,0.188129251701,4,1,99,2,'4/4',Gsus,A1,4
89.3795918367,0.204081632653,4,1,99,3,'4/4',Gsus,A1,4
89.5836734694,0.204081632653,4,1,99,4,'4/4',Gsus,A1,4
89.787755102,0.204081632653,4,1,100,1,'4/4',Gsus,A1,4
89.9918367347,0.204081632653,4,1,100,2,'4/4',Gsus,A1,4
90.1959183673,0.230498866213,4,1,100,3,'4/4',Gsus,A1,4
90.4264172336,0.230498866213,4,1,100,4,'4/4',Gsus,A1,4
90.6569160998,0.416984126984,4,1,101,1,'4/4',Gsus,A1,5
91.0739002268,0.436303854875,4,1,101,2,'4/4',Gsus,A1,5
91.5102040816,0.440816326531,4,1,101,3,'4/4',Gsus,A1,5
91.9510204082,0.432653061224,4,1,101,4,'4/4',Gsus,A1,5
92.3836734694,0.426485260771,4,1,102,1,'4/4',Gsus,A1,5
92.8101587302,0.468707482993,4,1,102,2,'4/4',Gsus,A1,5
93.2788662132,0.447664399093,4,1,102,3,'4/4',Gsus,A1,5
93.7265306122,0.455578231293,4,1,102,4,'4/4',Gsus,A1,5
94.1821088435,0.497256235828,4,1,103,1,'4/4',Gsus,A1,5
94.6793650794,0.420861678005,4,1,103,2,'4/4',Gsus,A1,5
95.1002267574,0.44716553288,4,1,103,3,'4/4',Gsus,A1,5
95.5473922902,0.477709750567,4,1,103,4,'4/4',Gsus,A1,5
96.0251020408,0.452448979592,4,1,104,1,'4/4',Gsus,A1,5
96.4775510204,0.449637188209,4,1,104,2,'4/4',Gsus,A1,5
96.9271882086,0.444240362812,4,1,104,3,'4/4',Gsus,A1,5
97.3714285714,0.461224489796,4,1,104,4,'4/4',Gsus,A1,5
97.8326530612,0.475170068027,4,1,105,1,'4/4',Gsus,A1,5
98.3078231293,0.434467120181,4,1,105,2,'4/4',Gsus,A1,5
98.7422902494,0.452380952381,4,1,105,3,'4/4',Gsus,A1,5
99.1946712018,0.439365079365,4,1,105,4,'4/4',Ab,B1,5
99.6340362812,0.477551020408,4,1,106,1,'4/4',Ab,B1,5
100.111587302,0.440158730159,4,1,106,2,'4/4',Ab,B1,5
100.551746032,0.462426303855,4,1,106,3,'4/4',Ab,B1,5
101.014172336,0.439750566893,4,1,106,4,'4/4',Ab,B1,5
101.453922902,0.446621315193,4,1,107,1,'4/4',Ab,B1,5
101.900544218,0.471768707483,4,1,107,2,'4/4',Ab,B1,5
102.372312925,0.431247165533,4,1,107,3,'4/4',Ab,B1,5
102.803560091,0.425442176871,4,1,107,4,'4/4',Ab,B1,5
103.229002268,0.440045351474,4,1,108,1,'4/4',Ab,B1,5
103.669047619,0.430612244898,4,1,108,2,'4/4',Ab,B1,5
104.099659864,0.454467120181,4,1,108,3,'4/4',Ab,B1,5
104.554126984,0.424897959184,4,1,108,4,'4/4',Ab,B1,5
104.979024943,0.434036281179,4,1,109,1,'4/4',Ab,B1,5
105.413061224,0.444761904762,4,1,109,2,'4/4',Ab,B1,5
105.857823129,0.424920634921,4,1,109,3,'4/4',Ab,B1,5
106.282743764,0.453832199546,4,1,109,4,'4/4',Ab,B1,5
106.736575964,0.454149659864,4,1,110,1,'4/4',Ab,B1,5
107.190725624,0.448390022676,4,1,110,2,'4/4',Ab,B1,5
107.639115646,0.454172335601,4,1,110,3,'4/4',Ab,B1,5
108.093287982,0.456689342404,4,1,110,4,'4/4',Ab,B1,5
108.549977324,0.227222222222,4,1,111,1,'4/4',Gsus,A1,6
108.777199546,0.227222222222,4,1,111,2,'4/4',Gsus,A1,6
109.004421769,0.212074829932,4,1,111,3,'4/4',Gsus,A1,6
109.216496599,0.212074829932,4,1,111,4,'4/4',Gsus,A1,6
109.428571429,0.20947845805,4,1,112,1,'4/4',Gsus,A1,6
109.638049887,0.20947845805,4,1,112,2,'4/4',Gsus,A1,6
109.847528345,0.191700680272,4,1,112,3,'4/4',Gsus,A1,6
110.039229025,0.191700680272,4,1,112,4,'4/4',Gsus,A1,6
110.230929705,0.223492063492,4,1,113,1,'4/4',Gsus,A1,6
110.454421769,0.223492063492,4,1,113,2,'4/4',Gsus,A1,6
110.677913832,0.21768707483,4,1,113,3,'4/4',Gsus,A1,6
110.895600907,0.21768707483,4,1,113,4,'4/4',Gsus,A1,6
111.113287982,0.21768707483,4,1,114,1,'4/4',Gsus,A1,6
111.330975057,0.21768707483,4,1,114,2,'4/4',Gsus,A1,6
