onset,duration,period,division,bar,beat,tatum,beat_duration,signature,pitch,loud_median,phrase_id,phrase_begin,chorus_id,chord,form,idea
53.523446712,0.12335600907,4,18,10,1,18,1.13195011338,"""4/4""",72,55.5009764936,10,0,1,D-7,A2,#line_w
53.6555102041,0.142222222222,4,8,10,2,2,1.07548752834,"""4/4""",76,50.4921185438,10,0,1,D-7,A2,#line_w
53.8224036281,0.274285714286,4,8,10,2,3,1.07548752834,"""4/4""",80,57.2681582086,10,0,1,D-7,A2,#line_w
54.1329705215,0.152380952381,4,8,10,2,5,1.07548752834,"""4/4""",78,52.9501694543,10,0,1,D-7,A2,#line_w
54.3013151927,0.116099773243,4,8,10,2,6,1.07548752834,"""4/4""",75,56.1565860052,10,0,1,D-7,A2,#line_w
54.426122449,0.108843537415,4,8,10,2,7,1.07548752834,"""4/4""",71,57.5064863155,10,0,1,D-7,A2,#line_w
54.5552834467,0.0986848072562,4,8,10,2,8,1.07548752834,"""4/4""",66,55.6298275162,10,0,1,D-7,A2,#line_w
54.6931519274,0.12335600907,4,6,10,3,1,1.14555555556,"""4/4""",68,62.2638223188,10,0,1,D-6,A2,#line_w
54.8339229025,0.0986848072562,4,6,10,3,2,1.14555555556,"""4/4""",73,57.1408371651,10,0,1,D-6,A2,#line_w
54.9717913832,0.152380952381,4,6,10,3,3,1.14555555556,"""4/4""",63,59.3417319951,10,0,1,D-6,A2,#line_w
55.1444897959,0.171247165533,4,6,10,3,4,1.14555555556,"""4/4""",66,61.4427366603,10,0,1,D-6,A2,#line_w
55.4216780045,0.161088435374,4,6,10,3,5,1.14555555556,"""4/4""",59,55.008056459,10,0,1,D-6,A2,#lick
55.6727437642,0.236553287982,4,6,10,3,6,1.14555555556,"""4/4""",63,60.8629454775,10,0,1,D-6,A2,#lick
55.925260771,0.127709750567,4,8,10,4,2,1.15079365079,"""4/4""",60,61.2709560399,10,0,1,D-6,A2,#lick
56.057324263,0.148027210884,4,8,10,4,3,1.15079365079,"""4/4""",56,63.2237176657,10,0,1,D-6,A2,#lick
56.2300226757,0.0798185941043,4,8,10,4,4,1.15079365079,"""4/4""",51,57.6193492315,10,0,1,D-6,A2,#lick
56.3272562358,0.281541950113,4,8,10,4,5,1.15079365079,"""4/4""",58,57.5848515478,10,0,1,D-6,A2,#lick
56.6305668934,0.158185941043,4,8,10,4,7,1.15079365079,"""4/4""",60,60.8474691696,10,0,1,D-6,A2,#lick
57.2081632653,0.165442176871,4,4,11,1,2,1.15580498866,"""4/4""",62,64.3593344499,11,1,1,G-,A2,lick
57.7755102041,0.32798185941,4,4,11,1,4,1.15580498866,"""4/4""",65,56.770729313,11,0,1,G-,A2,lick
58.1384126984,0.544217687075,4,4,11,2,1,1.16,"""4/4""",60,57.2193359484,11,0,1,G-,A2,lick
58.7276190476,0.108843537415,4,4,11,2,3,1.16,"""4/4""",58,56.4473269415,11,0,1,G-,A2,lick
58.8596825397,0.197369614512,4,4,11,2,4,1.16,"""4/4""",57,54.5391780257,11,0,1,G-,A2,lick
59.546122449,0.197369614512,4,5,11,3,2,1.16197278912,"""4/4""",62,65.1886425675,12,1,1,G-j7,A2,#lick
59.7783219955,0.220589569161,4,5,11,3,3,1.16197278912,"""4/4""",62,-66.2335977453,12,0,1,G-j7,A2,#lick
